First Ending Sent,First Ending Kmeans Distance Metric,Second Ending Sent,Second Ending KMeans Distance Metric
Patrick developed a fear of dogs because of the incident.,1.9717160416998154,"It didn't break the skin, but Patrick was scared and cried!",2.0482517601053867
I am much healthier now.,2.164287502402349,I am 300 pounds.,2.2019889979986447
Jane's girlfriend was a die-hard flower lover.,2.4050556381967505,"Jane loves biking, hiking and walking her dog.",2.6000126474319774
Damon went straight to his room and went to bed.,2.661485777743914,"The next day, Damon found his wallet under the bed.",2.480825246588224
Bob's daughter thanked Grandma for the delicious meal.,2.4344759774687996,Bob angrily drove home after the meal.,2.7129534244252578
Suzi hoped the cat would stay in the tree.,2.434296010786921,Suzi's cat was saved.,2.495625267020317
Ava flushed all the aquarium water down the toilet.,2.5149980452292358,All the fish got along fine.,2.5685282653355177
It costs more for gas to the other theater.,2.700052584415057,I still go to same theatre that I always have.,2.2614423381765816
I decided to get rid of the car.,2.7449879566125293,I drive the car everywhere I go.,2.7597629556978727
She won the contest and was proud of herself.,2.2312810415741646,She was disqualified from the contest.,2.3766320355837616
Then she lay down and took a nap.,2.6952147860285294,She was jumping up and down begging for a walk.,2.582606496353182
The puppy's owner gave Matt a reward for finding it.,1.9687688974701494,The puppy's owner strangled it and offered Matt the corpse.,2.10250226499844
Mike didn't like riding bikes.,2.4964908714088843,Mike accidentally collided with the kids.,2.642706597153051
Lucy realized the meal was burned.,2.6052824556297196,Lucy realized the meal was perfectly cooked.,2.702669204871595
Tim's teacher praised his attentiveness.,2.2510205996649177,Tim failed the final exam.,2.3185738917622274
Amy became best friends with the operator.,2.4430716740660894,Amy hung up the phone angrily.,2.288042437634779
He was disappointed in his broken computer.,2.674304769375838,He was happy about his computer.,2.883846623001516
They never found the owner and kept the dog.,2.630566945252521,They ate it shortly after.,2.8891738694810334
Bill was happy to practice every day.,2.549678118429015,"As Bill got older, he realized all of that practice help him.",2.33464789150902
Lance's wife felt very romantic and loving when she arrived home.,2.565128316165632,His wife was so angry she took the kids to sleep at the Grandmas.,2.522815863271317
Leah forgot how to speak Spanish.,2.341195853114389,Maria was proud to learn a new language so quickly.,2.2134345071227504
After two hours firefighters came and rescued Jay.,2.618139509657603,Jay laid down and took a nap.,2.621662905292472
He was accused of pedophilia and sent to prison.,2.7619704730846135,He ended up babysitting to pay for college.,2.368470409753393
Ted's friends thought he would run in the campaign uncontested.,2.4031060660615093,Ted decided to run for county magistrate a year later.,2.517382429979161
She continued playing with the ball all afternoon.,2.6294559424,Next time she got a ball she was more careful with it.,2.6303587660918053
Bob had always been reckless.,2.6514432445159235,Bob had also forgotten his shoes.,2.6577724011667474
Carl decided to give the bike to his son.,1.9448568203343424,Carl decided to throw the old bike away.,2.150364515414397
She went back and had another large serving of deer meat.,2.4455167032054734,She slowly drank a glass of water to calm her stomach.,2.4778976317808095
He ended up becoming a scientist.,2.464707166955898,Carl then became a garbage man.,2.8158315887336656
Julie was incredibly embarrassed.,2.082263400872207,Julie gave Barry a hug and thanked him.,2.342334560420045
I knew then that I wanted to become a professional cyclist.,1.9277067159483667,"From then on, I made sure to leave myself plenty of travel time.",2.0549660893899078
The teacher told them to stop talking.,2.6024740890685223,The teacher joined their conversation.,2.651329199429152
Daniel went to check the breaker box.,2.8225506647826815,Daniel turned on the kitchen light and had a snack.,2.7881614349399504
I hoped he would just give me a warning.,2.475924391707671,I enjoyed talking to the officer.,2.2585287999176575
Melissa's mother suggested putting her son to bed earlier.,2.3847271489941915,Melissa's mother suggested putting her son to bed later.,2.3725336137781112
Mark did not do well and felt defeated.,2.6267158223278684,Mark became famous and made a lot of money.,2.6980150384804182
Rex enjoys himself.,2.8421172188819743,Rex vows never to return to Argentina.,2.754282216751343
They bought some fish.,2.4007094626780003,They never used the tank.,2.5113715204662843
She loved her new turtle.,2.1019545134327564,Sandra was upset that her parents refused to buy her a turtle.,1.9367011107304193
The children decided to play hide and go seek instead.,2.884463204666282,The children decided to play marbles.,2.8456735291559836
She hung the pinecones from the trees and waited for the birds.,2.599630540679871,Then she threw the pinecones in the garbage.,2.710307503936844
This would be our new favorite restaurant.,2.2635140008445918,The restaurant was just too cold.,2.370530550302187
She was full and happy.,2.5007222550072292,Betsy likes cheeseburgers.,2.3098523772214916
They had no children.,2.401713118798468,Their child looked like both of them.,2.301121512190953
Gina's teacher told her she could use her phone.,1.7243089875623712,Gina's teacher wasn't fooled at all and gave her more detention.,2.008160447161071
Jill was glad she went to the doctor.,2.1805907617276388,Jill stopped meditating.,2.0538046981486717
Then she realized it was Saturday.,2.1391106918979657,And saw the biggest bear she had ever seen.,2.3813048724772408
Sara cried out in pain.,2.5556835090736874,Sara laughed hysterically.,2.494054868855641
Todd's knees shook as he skated because he was nervous.,3.0617428831000835,Todd wore a silly costume to his hockey game.,3.0381440482232893
Joan was disappointed in her roomate.,2.2408978072976793,Joan was thankful that her roommate was so caring.,2.228404900295642
He showered after he finished working out.,1.9074868124543025,Pete went to the baseball stadium.,2.232933239064109
She took off her jacket to cool off.,2.6991187494097413,Clare wished she brought a warm jacket.,2.5105767021752166
Nina bought a new bike with her earnings.,2.397614154570391,She earned enough to buy the dress.,2.3912485185819543
"Tami wished Gina would shut up, but she just kept talking.",2.643105887608486,They just walked comfortably in silence for a while.,2.777750362032238
Harry quickly fixed the problem for his mother.,2.4116960931599083,Harry decided not to help and walked away.,2.8030000995980053
Kevin was very angry with Stacy.,2.060606204277395,Kevin thanked Stacy and they enjoyed their time at the park.,1.9046372429577572
"However, turns out to just be gas.",2.966699779028679,"However, Glen hugs his mother-in-law.",2.581947099458775
If it wasn't such easy work she would have quit.,2.8763289879343503,Next week she would relax when it was all over.,2.9950187740615117
My dad always drove safely and we arrived quickly.,2.677199261295308,We decided to return home instead.,2.7368047387996564
Gill and Peter Falk shared a mutual hatred for each other.,1.7574168537047234,"Her attempts at solving murders, however, were less successful.",2.4062092664532027
"He did not miss the last one, but was still disappointed.",2.4542741270887056,Chad scored a touchdown after asking his coach for advice.,2.5426165221529944
His cheating wife continued the affair.,2.7690475091148024,His cheating wife called the police and he was arrested.,2.7881060937090343
Ivan was happy the hike ended so well.,2.6264196165428038,Ivan bought mosquito repellent for his next hike.,2.2897565294900915
"Paige decided to play in the snow,",2.64893767080639,Paige had to rely on her friends for their support.,2.4720252118375607
John was upset that they had such an awful time.,2.3158246578875055,John was glad he asked her on a date.,1.8126500511325638
The man did not like music.,3.059687271676675,The flute sounded beautiful.,3.127150580816804
Maggie was glad that the wait in line was so short.,2.8442564003668016,The ride was very fun for Maggie.,2.9747975143432015
My friends decided to keep inviting me out as I am so much fun.,2.4948171298105106,"The next weekend, I was asked to please stay home.",2.9067556689354976
Avery thought her children would be happy with her decision.,2.5609270972212483,Avery regretted what she did the next day.,2.539586468110942
He felt inspiration and then went back home to write.,2.7098566511596838,John then got an idea for his painting.,2.8221305128146437
Kerry was disappointed.,2.433392323097599,Kerry was so grateful!,2.6134542764277415
When he finished his paper he went to bed.,2.464116634021079,Luckily he had been saving everything on an external disk.,2.721154921174949
Ari opens the jar to find perfect pickles.,2.4059488371181192,Ari's pickles are sweet.,2.3300925193735234
Trudey hoped self-publishing would be more profitable.,2.3278721028380454,Trudey called her sister and asked her to come to dinner.,2.674995242406981
Oliver decided to not get married.,2.362665400104381,Oliver was so grateful for his wife's love.,2.357950706479148
Sarah broke her leg.,2.736076489612014,Somebody found her cat.,2.6793780619428578
Kelly was mad about that.,2.401679690048696,Kelly was so happy to finally beat it.,2.219652285020028
To this day I hate checkers.,2.4733933125870133,I have very fond memories of checkers.,2.256978519440627
Amy spent all of her money on clothes.,2.225139530016439,She loved her new phone.,1.8073136447699993
Dave bought an entire case.,2.796981363108296,They were on sale.,3.0217479220072527
She was offered the new job at a higher salary.,2.355534408389025,Ramona had no reason to want to change jobs.,2.464908367719407
My parents gave me enough money to buy the console.,2.583595161301443,At the end of the summer I gave the money back to my parents.,2.6342039553234193
